id,guid,question,cevap,explanation,difficulty,category,subcategory
1548,550e8400-e29b-41d4-a716-446655441548,"Caz müzik, tamamen önceden yazılmış düzenlemelere bağlıdır.",false,"Caz, doğaçlamaya dayalıdır.","Normal","Müzik","Caz"
1549,550e8400-e29b-41d4-a716-446655441549,"Türküler, yalnızca modern düzenlemelerle icra edilir.",false,"Türküler, geleneksel düzenlemelerle aktarılır.","Normal","Müzik","Türküler"
1550,550e8400-e29b-41d4-a716-446655441550,"Pop müzik, tüm şarkılarında sadece elektronik enstrümanlar kullanır.",false,"Pop, çeşitli enstrümanların karışımını içerir.","Normal","Müzik","Pop Müzik"
1551,550e8400-e29b-41d4-a716-446655441551,"Rock müzik, dünya genelinde çok az takip edilir.",false,"Rock, küresel ölçekte geniş takipçi kitlesine sahiptir.","Normal","Müzik","Rock Müzik"
1552,550e8400-e29b-41d4-a716-446655441552,"Klasik müzik, sadece opera tarzı eserlerden ibarettir.",false,"Klasik müzik çok çeşitli formları içerir.","Normal","Müzik","Klasik Müzik"
1553,550e8400-e29b-41d4-a716-446655441553,"Caz müzik, tamamen belirli bir formüle bağlı kalır.",false,"Caz, esnek ve doğaçlamaya dayalıdır.","Normal","Müzik","Caz"
1554,550e8400-e29b-41d4-a716-446655441554,"Türkülerin sözleri, her zaman basit ve tekrarlayıcı değildir.",false,"Tipik türküler akılda kalıcı basit sözler içerir.","Normal","Müzik","Türküler"
1555,550e8400-e29b-41d4-a716-446655441555,"Pop müzik, modern prodüksiyon teknikleriyle üretilir.",false,"Pop müzik, dijital prodüksiyon tekniklerine dayanır.","Normal","Müzik","Pop Müzik"
1556,550e8400-e29b-41d4-a716-446655441556,"Rock müzik, 1970'lerden itibaren alternatif rock akımını benimsemiştir.",false,"Alternatif rock, 1970'lerden itibaren popülerleşmiştir.","Zor","Müzik","Rock Müzik"
1557,550e8400-e29b-41d4-a716-446655441557,"Klasik müzikte fug formu, basit melodik yapılar sunar.",false,"Fug, karmaşık kontrapunktik yapılar içerir.","Zor","Müzik","Klasik Müzik"
1558,550e8400-e29b-41d4-a716-446655441558,"Caz müzikte bebop akımı, yavaş tempo ve basit akor yapılarına dayanır.",false,"Bebop, hızlı tempolu ve karmaşık akor yapılarıyla bilinir.","Zor","Müzik","Caz"
1559,550e8400-e29b-41d4-a716-446655441559,"Pop müzikte remix'ler, orijinal şarkıya hiçbir yenilik getirmez.",false,"Remix'ler, orijinal esere yeni ögeler katar.","Zor","Müzik","Pop Müzik"
1560,550e8400-e29b-41d4-a716-446655441560,"Rock müzikte distortion efekti, gitarın doğal tonunu bozar.",false,"Distortion, ses üzerinde etkili ama tamamen bozmaz.","Zor","Müzik","Rock Müzik"
1561,550e8400-e29b-41d4-a716-446655441561,"Klasik müzik eserleri, akor dizilimlerine tamamen bağlıdır.",false,"Klasik müzik, melodik ve armonik yapıların birleşimidir.","Zor","Müzik","Klasik Müzik"
1562,550e8400-e29b-41d4-a716-446655441562,"Caz müzikte modal armoni, geleneksel ton sistemlerine alternatif sunmaz.",false,"Modal armoni, geleneksel ton sistemlerinden sapar.","Zor","Müzik","Caz"
1563,550e8400-e29b-41d4-a716-446655441563,"Pop müzik prodüksiyonunda dijital efektler, şarkının dinamik yapısını etkilemez.",false,"Dijital efektler, şarkının dinamiğini değiştirir.","Zor","Müzik","Pop Müzik"
1564,550e8400-e29b-41d4-a716-446655441564,"Rock müzikte solo performanslar, şarkının tematik bütünlüğünü zayıflatır.",false,"Solo bölümler, temayı güçlendirebilir.","Zor","Müzik","Rock Müzik"
1565,550e8400-e29b-41d4-a716-446655441565,"Klasik müzikte senfonik yapı, bestecinin tematik bütünlüğünü kaybettirir.",false,"Senfoniler, eserin bütünlüğünü pekiştirir.","Zor","Müzik","Klasik Müzik"
1566,550e8400-e29b-41d4-a716-446655441566,"Caz müzikte improvisasyon, tamamen önceden belirlenmiş düzenlere bağlıdır.",false,"Improvisasyon, doğaçlamaya dayalıdır.","Zor","Müzik","Caz"
1567,550e8400-e29b-41d4-a716-446655441567,"Pop müzik prodüksiyonunda kullanılan teknolojiler, şarkıya hiçbir yenilik getirmez.",false,"Teknoloji, şarkılara yeni ögeler katar.","Zor","Müzik","Pop Müzik"
1568,550e8400-e29b-41d4-a716-446655441568,"Rock müzikte prog rock akımı, parçaların yapısal karmaşıklığını azaltır.",false,"Prog rock, yapısal karmaşıklığı artırır.","Zor","Müzik","Rock Müzik"
1569,550e8400-e29b-41d4-a716-446655441569,"Klasik müzikte konçerto formu, solo enstrümanın performansını engeller.",false,"Konçerto, solo performansı ön plana çıkarır.","Zor","Müzik","Klasik Müzik"
1570,550e8400-e29b-41d4-a716-446655441570,"Caz müzikte blue note kullanımı, duygusal ifadeyi zayıflatır.",false,"Blue note, cazın duygusal ifadesini güçlendirir.","Zor","Müzik","Caz"
1571,550e8400-e29b-41d4-a716-446655441571,"Pop müzikte remix'ler, orijinal şarkıya hiçbir katkı sağlamaz.",false,"Remix'ler, şarkıya yeni yorumlar katar.","Zor","Müzik","Pop Müzik"
1572,550e8400-e29b-41d4-a716-446655441572,"Rock müzikte solo performanslar, şarkının enerjisini tamamen azaltır.",false,"Solo, şarkıya dinamiklik katar.","Zor","Müzik","Rock Müzik"
1573,550e8400-e29b-41d4-a716-446655441573,"Klasik müzik eserleri, modern teknolojinin etkilerinden tamamen izole edilmiştir.",false,"Modern teknoloji, prodüksiyonu etkileyebilir.","Zor","Müzik","Klasik Müzik"
1574,550e8400-e29b-41d4-a716-446655441574,"Caz müzikte modal armoni, geleneksel ton sistemleriyle tamamen uyumludur.",false,"Modal armoni, geleneksel sistemden sapar.","Zor","Müzik","Caz"
1575,550e8400-e29b-41d4-a716-446655441575,"Pop müzikte dijital efektler, şarkının dinamik yapısını değiştirmez.",false,"Dijital efektler, şarkının dinamiğini zenginleştirir.","Zor","Müzik","Pop Müzik"
1576,550e8400-e29b-41d4-a716-446655441576,"Rock müzikte solo performans, şarkının enerjisini tamamen düşürür.",false,"Solo, şarkıya ekstra dinamizm katar.","Zor","Müzik","Rock Müzik"
1577,550e8400-e29b-41d4-a716-446655441577,"Klasik müzikte konçerto formu, solo enstrümanın öne çıkmasını engellemez.",false,"Konçerto, solo performansı vurgular.","Zor","Müzik","Klasik Müzik"
1578,550e8400-e29b-41d4-a716-446655441578,"Caz müzikte blue note kullanımı, duygusal ifadeyi güçlendirmez.",false,"Blue note, duygusal ifadeyi artırır.","Zor","Müzik","Caz"
1579,550e8400-e29b-41d4-a716-446655441579,"Pop müzikte remix'ler, orijinal şarkıya yeni bir anlam katmaz.",false,"İyi remix'ler, esere ek anlamlar getirir.","Zor","Müzik","Pop Müzik"
1580,550e8400-e29b-41d4-a716-446655441580,"Rock müzikte prog rock akımı, şarkıların yapısal karmaşıklığını azaltır.",false,"Prog rock, yapısal karmaşıklığı artırır.","Zor","Müzik","Rock Müzik"
1581,550e8400-e29b-41d4-a716-446655441581,"Klasik müzikte senfonik yapı, bestecinin tematik bütünlüğünü güçlendirmez.",false,"Senfonik yapı, eserin bütünlüğünü pekiştirir.","Zor","Müzik","Klasik Müzik"
1582,550e8400-e29b-41d4-a716-446655441582,"Caz müzikte improvisasyon, önceden yazılmış düzenlemelere bağlı kalır.",false,"Improvisasyon, doğaçlamaya dayanır.","Zor","Müzik","Caz"
1583,550e8400-e29b-41d4-a716-446655441583,"Pop müzik prodüksiyonunda kullanılan teknolojiler, şarkıya hiçbir yenilik getirmez.",false,"Teknoloji, şarkılara yeni ögeler ekler.","Zor","Müzik","Pop Müzik"
1584,550e8400-e29b-41d4-a716-446655441584,"Rock müzikte alternatif rock akımı, şarkıların yapısal karmaşıklığını azaltır.",false,"Alternatif rock, yapısal karmaşıklığı artırır.","Zor","Müzik","Rock Müzik"
1585,550e8400-e29b-41d4-a716-446655441585,"Klasik müzik eserleri, senfoni formunun basit ve sade olduğunu gösterir.",false,"Senfoniler, genellikle karmaşık yapıdadır.","Zor","Müzik","Klasik Müzik"
1586,550e8400-e29b-41d4-a716-446655441586,"Pop müzikte auto-tune, vokal performansına hiçbir sanatsal etki yapmaz.",false,"Auto-tune, sanatsal bir araç olarak kullanılır.","Çok Zor","Müzik","Pop Müzik"
1587,550e8400-e29b-41d4-a716-446655441587,"Rock müzikte distortion efekti, gitarın doğal tonunu tamamen yok eder.",false,"Distortion, ton üzerinde belirgin değişiklikler yapar ancak yok etmez.","Çok Zor","Müzik","Rock Müzik"
1588,550e8400-e29b-41d4-a716-446655441588,"Klasik müzikte orkestra düzenlemeleri, bestecinin duygusal vizyonunu yansıtmaz.",false,"Orkestrasyon, duygusal ifadeyi ortaya koyar.","Çok Zor","Müzik","Klasik Müzik"
1589,550e8400-e29b-41d4-a716-446655441589,"Caz müzikte modal armoni, geleneksel ton sistemleriyle tamamen uyumludur.",false,"Modal armoni, geleneksel sistemden farklılık gösterir.","Çok Zor","Müzik","Caz"
1590,550e8400-e29b-41d4-a716-446655441590,"Pop müzik prodüksiyonunda dijital efektler, şarkının dinamik yapısını değiştirmez.",false,"Dijital efektler, şarkının dinamik yapısını etkiler.","Çok Zor","Müzik","Pop Müzik"
1591,550e8400-e29b-41d4-a716-446655441591,"Rock müzikte solo performanslar, şarkının tematik bütünlüğünü zayıflatır.",false,"Solo bölümler, temayı güçlendirir.","Çok Zor","Müzik","Rock Müzik"
1592,550e8400-e29b-41d4-a716-446655441592,"Klasik müzikte konçerto formu, solo enstrümanın öne çıkmasını engellemez.",false,"Konçerto, solo performansı ön plana çıkarır.","Çok Zor","Müzik","Klasik Müzik"
1593,550e8400-e29b-41d4-a716-446655441593,"Caz müzikte blue note kullanımı, duygusal ifadeyi güçlendirmez.",false,"Blue note, duygusal ifadeyi artırır.","Çok Zor","Müzik","Caz"
1594,550e8400-e29b-41d4-a716-446655441594,"Pop müzikte remix'ler, orijinal şarkıya yeni bir anlam katmaz.",false,"Remix'ler, esere ek anlamlar katar.","Çok Zor","Müzik","Pop Müzik"
1595,550e8400-e29b-41d4-a716-446655441595,"Rock müzikte prog rock unsurları, şarkıların yapısal karmaşıklığını azaltır.",false,"Prog rock, yapısal karmaşıklığı artırır.","Çok Zor","Müzik","Rock Müzik"
1596,550e8400-e29b-41d4-a716-446655441596,"Klasik müzikte opera, sahne sanatıyla bütünleşmeyen basit bir form sunar.",false,"Opera, çok boyutlu bir performanstır.","Çok Zor","Müzik","Klasik Müzik"
1597,550e8400-e29b-41d4-a716-446655441597,"Caz müzikte enstrümantal solo bölümleri, performansı tamamen tek düze yapar.",false,"Solo bölümler, performansı zenginleştirir.","Çok Zor","Müzik","Caz"
1598,550e8400-e29b-41d4-a716-446655441598,"Pop müzikte şarkı sözleri, her zaman tekrarlayıcı ve basit değildir.",false,"Pop şarkı sözleri genellikle akılda kalıcı ve basittir.","Çok Zor","Müzik","Pop Müzik"
1599,550e8400-e29b-41d4-a716-446655441599,"Rock müzikte solo performans, şarkının enerjisini tamamen azaltır.",false,"Solo bölümler, şarkıya dinamizm katar.","Çok Zor","Müzik","Rock Müzik"
1600,550e8400-e29b-41d4-a716-446655441600,"Klasik müzik eserleri, modern teknolojinin etkilerinden tamamen muaf tutulur.",false,"Modern teknolojiden etkilenmeler mümkündür.","Çok Zor","Müzik","Klasik Müzik"
1601,550e8400-e29b-41d4-a716-446655441601,"‘Titanic’ filmi, James Cameron tarafından yönetilmiştir.",true,"Titanic, ünlü yönetmen James Cameron’un imzasını taşır.","Kolay","Sinema","Yönetmenler"
1602,550e8400-e29b-41d4-a716-446655441602,"‘The Godfather’ serisi, mafya dünyasını konu alır.",true,"The Godfather, mafya kültürünü derinlemesine işler.","Kolay","Sinema","Filmler"
1603,550e8400-e29b-41d4-a716-446655441603,"Oscar ödülleri, sinema dünyasının en prestijli ödüllerindendir.",true,"Oscarlar, uluslararası arenada yüksek saygınlığa sahiptir.","Kolay","Sinema","Ödüller"
1604,550e8400-e29b-41d4-a716-446655441604,"‘Forrest Gump’ filmi, farklı tarihsel dönemlere dokunan bir hikayeye sahiptir.",true,"Film, Amerikan tarihine dokunan bir anlatı sunar.","Kolay","Sinema","Filmler"
1605,550e8400-e29b-41d4-a716-446655441605,"‘Inception’ filmi, rüya içinde rüya konsepti ile bilinir.",true,"Inception, çok katmanlı anlatımıyla dikkat çeker.","Kolay","Sinema","Filmler"
1606,550e8400-e29b-41d4-a716-446655441606,"‘The Shawshank Redemption’, sıklıkla en iyi film olarak oylanır.",true,"Film, izleyiciler tarafından yüksek beğeni toplamıştır.","Kolay","Sinema","Filmler"
1607,550e8400-e29b-41d4-a716-446655441607,"‘Pulp Fiction’, Quentin Tarantino'nun kült klasiklerinden biridir.",true,"Tarantino'nun eşsiz anlatımı filmde kendini gösterir.","Kolay","Sinema","Yönetmenler"
1608,550e8400-e29b-41d4-a716-446655441608,"‘Avatar’ filmi, 3D teknolojisinin öncülerindendir.",true,"Avatar, 3D teknolojisiyle sinema tarihine damga vurmuştur.","Kolay","Sinema","Teknoloji/Filmler"
1609,550e8400-e29b-41d4-a716-446655441609,"‘Star Wars’ serisi, bilim kurgu sinemasının mihenk taşlarındandır.",true,"Star Wars, sinema dünyasında devrim niteliğinde bir seridir.","Kolay","Sinema","Film Türleri"
1610,550e8400-e29b-41d4-a716-446655441610,"‘Jurassic Park’ filmi, dinozorların yeniden canlandırıldığı bir yapımdır.",true,"Film, dinozorları modern efektlerle yeniden hayata geçirir.","Kolay","Sinema","Filmler"
1611,550e8400-e29b-41d4-a716-446655441611,"‘The Dark Knight’, Batman filmlerinin en beğenilenidir.",true,"The Dark Knight, eleştirmenlerden ve izleyicilerden yüksek puan alır.","Kolay","Sinema","Filmler"
1612,550e8400-e29b-41d4-a716-446655441612,"‘Schindler's List’, II. Dünya Savaşı'nı konu alır.",true,"Film, tarihi gerçekleri dramatik bir şekilde işler.","Kolay","Sinema","Filmler"
1613,550e8400-e29b-41d4-a716-446655441613,"‘Casablanca’, klasik sinemanın unutulmaz eserlerindendir.",true,"Casablanca, sinema tarihinin klasikleri arasında yer alır.","Kolay","Sinema","Filmler"
1614,550e8400-e29b-41d4-a716-446655441614,"‘La La Land’, modern müzikal türüne örnek teşkil eder.",true,"Film, modern müzikal unsurları başarılı bir şekilde harmanlar.","Kolay","Sinema","Film Türleri"
1615,550e8400-e29b-41d4-a716-446655441615,"‘The Matrix’, bilim kurgu sinemasının dönüm noktalarındandır.",true,"Matrix, teknolojik ve felsefi temalarıyla sinema dilini yeniden tanımlar.","Kolay","Sinema","Filmler"
1616,550e8400-e29b-41d4-a716-446655441616,"‘Gladiator’, Roma dönemini epik bir şekilde anlatır.",true,"Gladiator, tarihi epik bir anlatıya sahiptir.","Kolay","Sinema","Filmler"
1617,550e8400-e29b-41d4-a716-446655441617,"‘The Lion King’, animasyon sinemasının en başarılı örneklerindendir.",true,"The Lion King, animasyon teknolojisinin zirvesidir.","Kolay","Sinema","Filmler"
1618,550e8400-e29b-41d4-a716-446655441618,"‘Rocky’, boks sporunu dramatik bir şekilde işler.",true,"Rocky, spor ve kişisel mücadeleyi anlatır.","Kolay","Sinema","Filmler"
1619,550e8400-e29b-41d4-a716-446655441619,"‘Casablanca’, Humphrey Bogart’ın performansıyla efsaneleşmiştir.",true,"Bogart, filmin unutulmaz yüzüdür.","Kolay","Sinema","Oyuncular"
1620,550e8400-e29b-41d4-a716-446655441620,"‘Gone with the Wind’, Amerikan tarihinin dramatik dönemlerini yansıtır.",true,"Film, Amerikan tarihinin önemli bir kesitini işler.","Kolay","Sinema","Filmler"
1621,550e8400-e29b-41d4-a716-446655441621,"‘Blade Runner’, distopik geleceği konu alan çığır açan bir yapımdır.",true,"Film, geleceğe dair özgün bir vizyon sunar.","Kolay","Sinema","Filmler"
1622,550e8400-e29b-41d4-a716-446655441622,"‘Avatar’, görsel efektleriyle sinema tarihine damga vurmuştur.",true,"Avatar, teknolojik açıdan çığır açıcıdır.","Kolay","Sinema","Filmler"
1623,550e8400-e29b-41d4-a716-446655441623,"‘The Godfather Part II’, serinin en başarılı devam filmlerindendir.",true,"Film, eleştirmenlerden yüksek övgü almıştır.","Kolay","Sinema","Filmler"
1624,550e8400-e29b-41d4-a716-446655441624,"‘Schindler's List’, dramatik anlatımıyla izleyiciyi derinden etkiler.",true,"Film, güçlü duygusal temalar içerir.","Kolay","Sinema","Filmler"
1625,550e8400-e29b-41d4-a716-446655441625,"‘Inception’, karmaşık kurgusuyla izleyiciyi düşündürür.",true,"Film, zihin açıcı bir yapıya sahiptir.","Kolay","Sinema","Filmler"
1626,550e8400-e29b-41d4-a716-446655441626,"‘The Godfather’ serisi, mafya dünyasını derinlemesine işler.",true,"Film, suç ve aile temalarını güçlü şekilde işler.","Normal","Sinema","Filmler"
1627,550e8400-e29b-41d4-a716-446655441627,"Quentin Tarantino, kendine özgü diyalogları ve anlatım tarzıyla modern sinemaya yön vermiştir.",true,"Tarantino’nun üslubu, sinemaya yenilik getirmiştir.","Normal","Sinema","Yönetmenler"
1628,550e8400-e29b-41d4-a716-446655441628,"Christopher Nolan, ‘Inception’ ve ‘Interstellar’ filmleriyle bilim kurgu türüne yeni bir soluk getirmiştir.",true,"Nolan’ın filmleri, anlatım ve kurgu açısından devrim niteliğindedir.","Normal","Sinema","Yönetmenler"
1629,550e8400-e29b-41d4-a716-446655441629,"Stanley Kubrick, sinema tarihine damga vuracak görsel anlatım teknikleri geliştirmiştir.",true,"Kubrick, sinema tekniklerinde öncü bir isimdir.","Normal","Sinema","Yönetmenler"
1630,550e8400-e29b-41d4-a716-446655441630,"James Cameron, ‘Avatar’ filmiyle 3D teknolojisini sinemaya entegre etmiştir.",true,"Cameron, teknolojik yenilikleri sinemaya başarıyla taşımıştır.","Normal","Sinema","Yönetmenler"
1631,550e8400-e29b-41d4-a716-446655441631,"Alfred Hitchcock, gerilim türüne getirdiği yeniliklerle sinema dünyasında eşsiz bir yer edinmiştir.",true,"Hitchcock, gerilim sinemasının öncüsüdür.","Normal","Sinema","Yönetmenler"
1632,550e8400-e29b-41d4-a716-446655441632,"‘Pulp Fiction’, postmodern anlatım tekniklerini barındıran bir başyapıttır.",true,"Film, geleneksel anlatımı sorgular.","Normal","Sinema","Filmler"
1633,550e8400-e29b-41d4-a716-446655441633,"Ridley Scott, ‘Blade Runner’ ile bilim kurgu sinemasında yeni bir vizyon ortaya koymuştur.",true,"Film, geleceği ve insan doğasını sorgular.","Normal","Sinema","Yönetmenler"
1634,550e8400-e29b-41d4-a716-446655441634,"Martin Scorsese, Amerikan suç filmlerinde derin karakter analizleri sunar.",true,"Scorsese, karakter derinliğiyle öne çıkar.","Normal","Sinema","Yönetmenler"
1635,550e8400-e29b-41d4-a716-446655441635,"Steven Spielberg, ‘Schindler’s List’ ile tarihsel dramayı ustalıkla işler.",true,"Spielberg, gerçek olayları dramatik bir dille aktarır.","Normal","Sinema","Yönetmenler"
1636,550e8400-e29b-41d4-a716-446655441636,"‘The Dark Knight’, modern süper kahraman filmlerinin en başarılı örneklerindendir.",true,"Film, eleştirmenler ve izleyiciler tarafından yüksek beğeni alır.","Normal","Sinema","Filmler"
1637,550e8400-e29b-41d4-a716-446655441637,"David Fincher, modern sinemada karanlık ve atmosferik bir anlatımıyla öne çıkar.",true,"Fincher’in filmleri, dikkat çekici görsel stilleriyle tanınır.","Normal","Sinema","Yönetmenler"
1638,550e8400-e29b-41d4-a716-446655441638,"Baz Luhrmann, ‘Moulin Rouge!’ ile sinema dilinde renkli ve enerjik bir dönüşüm gerçekleştirmiştir.",true,"Film, müzikal ögelerle doludur.","Normal","Sinema","Yönetmenler"
1639,550e8400-e29b-41d4-a716-446655441639,"‘La La Land’, modern müzikal türünde yenilikçi bir örnektir.",true,"Film, modern müzik ve görsel anlatımıyla öne çıkar.","Normal","Sinema","Filmler"
1640,550e8400-e29b-41d4-a716-446655441640,"Ridley Scott'in ‘The Martian’ filmi, bilim kurgu ve dram ögelerini başarıyla harmanlamıştır.",true,"Film, bilim kurgu ve dramı etkileyici biçimde birleştirir.","Normal","Sinema","Filmler"
1641,550e8400-e29b-41d4-a716-446655441641,"Ang Lee, ‘Brokeback Mountain’ ile aşk ve toplumsal normları sorgulayan bir yapıt ortaya koymuştur.",true,"Film, dramatik ve sosyal temaları içerir.","Normal","Sinema","Yönetmenler"
1642,550e8400-e29b-41d4-a716-446655441642,"Guillermo del Toro, fantastik ögelerle gerçekliği harmanlayan filmler yapar.",true,"Del Toro, fantastik ögelerle zenginleştirilmiş hikayeler sunar.","Normal","Sinema","Yönetmenler"
1643,550e8400-e29b-41d4-a716-446655441643,"Alejandro González Iñárritu, ‘Birdman’ ile uzun plan çekimleri konusunda çığır açmıştır.",true,"Film, teknik yenilikleriyle öne çıkar.","Normal","Sinema","Yönetmenler"
1644,550e8400-e29b-41d4-a716-446655441644,"Spike Lee, sinemada ırksal konuları derinlemesine ele alan önemli bir yönetmendir.",true,"Lee, sosyal ve politik konuları işler.","Normal","Sinema","Yönetmenler"
1645,550e8400-e29b-41d4-a716-446655441645,"Paul Thomas Anderson, sinema diline getirdiği yeniliklerle tanınır.",true,"Anderson, özgün anlatım teknikleriyle dikkat çeker.","Normal","Sinema","Yönetmenler"
1646,550e8400-e29b-41d4-a716-446655441646,"Christopher Nolan, film kurgusu ve zaman manipülasyonu konusunda devrim yaratmıştır.",true,"Nolan, anlatısal yapıyı derinlemesine sorgular.","Normal","Sinema","Yönetmenler"
1647,550e8400-e29b-41d4-a716-446655441647,"Wes Anderson, kendine özgü görsel stil ve anlatım tekniği ile sinemada fark yaratmıştır.",true,"Anderson’ın çalışmaları, simetri ve renk uyumuyla öne çıkar.","Normal","Sinema","Yönetmenler"
1648,550e8400-e29b-41d4-a716-446655441648,"Kathryn Bigelow, aksiyon ve gerilim filmlerinde cesur yönetmenlik örnekleri sergilemiştir.",true,"Bigelow, türün sınırlarını zorlayan bir yönetmendir.","Normal","Sinema","Yönetmenler"
1649,550e8400-e29b-41d4-a716-446655441649,"‘The Godfather Part II’, mafya temasını derinlemesine işler.",true,"Film, mafya dünyasının karmaşıklığını yansıtır.","Normal","Sinema","Filmler"
1650,550e8400-e29b-41d4-a716-446655441650,"‘Schindler’s List’, II. Dünya Savaşı'nın trajik yönlerini güçlü bir şekilde ortaya koyar.",true,"Film, tarihsel gerçekliği dramatik bir dille işler.","Normal","Sinema","Filmler"
1651,550e8400-e29b-41d4-a716-446655441651,"‘The Dark Knight’, modern süper kahraman sinemasının en başarılı örneklerinden biridir.",true,"Film, derin temalar ve çarpıcı görsel efektler sunar.","Normal","Sinema","Filmler"
1652,550e8400-e29b-41d4-a716-446655441652,"David Fincher, sinemada karanlık atmosferi ve detaylı anlatımıyla ünlüdür.",true,"Fincher’in filmleri, atmosferik derinlik taşır.","Normal","Sinema","Yönetmenler"
1653,550e8400-e29b-41d4-a716-446655441653,"‘Pulp Fiction’, sinema dilini tamamen değiştiren yenilikçi bir yapımdır.",true,"Film, anlatım yapısında devrim yaratmıştır.","Normal","Sinema","Filmler"
1654,550e8400-e29b-41d4-a716-446655441654,"Ridley Scott, ‘Blade Runner’ ile distopik gelecek vizyonunu sinemaya taşımıştır.",true,"Film, geleceğe dair özgün bir bakış sunar.","Normal","Sinema","Yönetmenler"
1655,550e8400-e29b-41d4-a716-446655441655,"NBA All-Star Maçı, sezon performansını etkilemeyen eğlence amaçlı bir gösteridir.",true,"All-Star Maçı resmi maç istatistiklerine dahil edilmez.","Normal","Sinema","Filmler"
1656,550e8400-e29b-41d4-a716-446655441656,"‘2001: A Space Odyssey’, Stanley Kubrick’in vizyonuyla sinema dilini yeniden tanımlamıştır.",true,"Film, evrensel simgeler ve felsefi temalar içerir.","Zor","Sinema","Filmler"
1657,550e8400-e29b-41d4-a716-446655441657,"‘Memento’ filmi, anlatı yapısındaki ters kronolojiyle dikkat çeker.",true,"Film, kronolojik düzeni tersine çevirerek anlatıyı derinleştirir.","Zor","Sinema","Filmler"
1658,550e8400-e29b-41d4-a716-446655441658,"Quentin Tarantino’nun ‘Reservoir Dogs’ filmi, modern bağımsız sinemanın öncülerindendir.",true,"Film, anlatım biçimiyle sinema dilinde devrim yaratmıştır.","Zor","Sinema","Filmler"
1659,550e8400-e29b-41d4-a716-446655441659,"Martin Scorsese, Amerikan suç filmlerinde derin karakter analizleri sunar.",true,"Scorsese’nin filmleri, karakter derinliğiyle öne çıkar.","Zor","Sinema","Filmler"
1660,550e8400-e29b-41d4-a716-446655441660,"Steven Spielberg, ‘Schindler’s List’ ile tarihsel olayları dramatik bir şekilde işler.",true,"Film, gerçek olayları etkileyici biçimde aktarır.","Zor","Sinema","Yönetmenler"
1661,550e8400-e29b-41d4-a716-446655441661,"‘The Dark Knight’ filmi, modern süper kahraman sinemasında yeni standartlar belirlemiştir.",true,"Film, türün ötesine geçen temalar sunar.","Zor","Sinema","Filmler"
1662,550e8400-e29b-41d4-a716-446655441662,"David Fincher, sinemada görsel anlatımı ve kurgu tekniklerini yeniden tanımlamıştır.",true,"Fincher’in filmleri, yenilikçi kurgularıyla öne çıkar.","Zor","Sinema","Yönetmenler"
1663,550e8400-e29b-41d4-a716-446655441663,"Baz Luhrmann, ‘Moulin Rouge!’ ile sinemada renkli ve enerjik bir anlatım sunmuştur.",true,"Film, görsel ve müzikal açıdan çarpıcıdır.","Zor","Sinema","Yönetmenler"
1664,550e8400-e29b-41d4-a716-446655441664,"Ang Lee’nin ‘Brokeback Mountain’ filmi, duygusal anlatımda sınırları zorlayan bir yapıt olarak öne çıkar.",true,"Film, aşk ve toplumsal normları derinlemesine işler.","Zor","Sinema","Yönetmenler"
1665,550e8400-e29b-41d4-a716-446655441665,"Guillermo del Toro, fantastik ögeleri sinema diline ustalıkla entegre etmiştir.",true,"Film, gerçek ve fantastik unsurları harmanlar.","Zor","Sinema","Yönetmenler"
1666,550e8400-e29b-41d4-a716-446655441666,"David Fincher, sinemada karanlık atmosferiyle öne çıkarak benzersiz bir stil yaratmıştır.",true,"Fincher’in görsel dili, modern sinemada dikkat çeker.","Zor","Sinema","Yönetmenler"
1667,550e8400-e29b-41d4-a716-446655441667,"Spike Lee, sosyal ve politik temaları sinema aracılığıyla derinlemesine işler.",true,"Lee’nin filmleri, toplumsal mesajlar içerir.","Zor","Sinema","Yönetmenler"
1668,550e8400-e29b-41d4-a716-446655441668,"Wes Anderson, renk ve simetri kullanımıyla benzersiz bir sinema estetiği oluşturur.",true,"Anderson’ın tarzı, görsel bir şölen sunar.","Zor","Sinema","Yönetmenler"
1669,550e8400-e29b-41d4-a716-446655441669,"Kathryn Bigelow, aksiyon ve gerilim filmlerinde devrim yaratan bir yönetmendir.",true,"Bigelow, türün sınırlarını zorlayan bir yönetmendir.","Zor","Sinema","Yönetmenler"
1670,550e8400-e29b-41d4-a716-446655441670,"Oliver Stone, politik temaları sinemaya entegre ederek tartışmalı yapıtlar ortaya koymuştur.",true,"Stone’un filmleri, politik gerçekleri cesurca yansıtır.","Zor","Sinema","Yönetmenler"
1671,550e8400-e29b-41d4-a716-446655441671,"Spike Jonze, deneysel sinema teknikleriyle modern film yapımına öncülük etmiştir.",true,"Jonze, yenilikçi sinema anlayışıyla öne çıkar.","Zor","Sinema","Yönetmenler"
1672,550e8400-e29b-41d4-a716-446655441672,"Terrence Malick, doğa ve insan ilişkisini mistik bir dille anlatan filmler yapar.",true,"Malick, sinema dilinde şiirsel anlatımı benimser.","Zor","Sinema","Yönetmenler"
1673,550e8400-e29b-41d4-a716-446655441673,"Greta Gerwig, bağımsız sinemada özgün bir yönetmenlik üslubu geliştirmiştir.",true,"Gerwig, çağdaş sinemada öne çıkan bir isimdir.","Zor","Sinema","Yönetmenler"
